 Serial No,Playerss,Year,Matches,Runss,Average,Higest_score,Strike Rate,NO,Fifty,Four,Six
785,Dan Christian,2017,13,79,15.8,17*,161.22,4,0,5,5
786,Naman Ojha,2017,14,79,19.75,34,121.53,1,0,2,3
787,Stuart Binny,2017,8,78,15.6,18*,102.63,2,0,6,3
788,Deepak Hooda,2017,10,78,26,19*,150,3,0,5,4
789,Pat Cummins,2017,12,77,15.4,24,145.28,4,0,5,4
790,Shane Watson,2017,8,71,11.83,24,91.02,1,0,6,1
791,Eoin Morgan,2017,4,65,16.25,26,104.83,0,0,6,2
792,Jason Roy,2017,3,59,29.5,31,147.5,1,0,9,1
793,Kagiso Rabada,2017,6,55,18.33,44,85.93,0,0,5,1
794,James Faulkner,2017,8,54,13.5,21,94.73,2,0,4,0
795,Andrew Tye,2017,6,53,26.5,25,176.66,1,0,4,3
796,Saurabh Tiwary,2017,1,52,52,52,120.93,0,1,9,0
797,Ben Cutting,2017,4,51,25.5,20,196.15,1,0,5,3
798,Mohit Sharma,2017,14,51,8.5,13,102,1,0,3,1
799,Karn Sharma,2017,9,49,8.16,19,119.51,0,0,5,2
800,Amit Mishra,2017,14,49,49,13*,94.23,5,0,2,2
801,Chris Woakes,2017,13,46,11.5,18,97.87,3,0,4,1
802,Sheldon Jackson,2017,4,38,19,16,122.58,1,0,5,0
803,Mohammad Shami,2017,8,36,9,21,150,2,0,4,2
804,Ishank Jaggi,2017,2,33,33,28,84.61,1,0,3,0
805,Angelo Mathews,2017,3,32,16,31,118.51,0,0,2,1
806,Sreenath Aravind,2017,10,32,8,9,80,4,0,2,0
807,Bipul Sharma,2017,7,31,31,21*,129.16,2,0,2,1
808,Marlon Samuels,2017,5,29,7.25,27,93.54,0,0,1,2
809,Basil Thampi,2017,12,28,0,13*,100,5,0,1,1
810,Mayank Agarwal,2017,3,26,8.66,20,96.29,0,0,3,0
811,Ankit Sharma,2017,1,25,25,25,166.66,0,0,2,1
812,Aniket Choudhary,2017,5,25,25,15*,125,2,0,1,1
813,Mitchell Johnson,2017,5,20,0,13*,117.64,3,0,1,1
814,Kuldeep Yadav,2017,12,20,10,16,90.9,0,0,2,0
815,Rahul Tewatia,2017,3,19,19,15*,172.72,1,0,4,0
816,Vishnu Vinod,2017,3,19,6.33,9,73.07,0,0,1,1
817,Aditya Tare,2017,3,18,6,18,78.26,0,0,3,0
818,Marcus Stoinis,2017,5,17,5.66,9,70.83,0,0,1,0
819,Rajat Bhatia,2017,3,16,16,16,94.11,1,0,0,1
820,Harbhajan Singh,2017,11,16,8,7*,100,5,0,0,1
821,Mitchell McClenaghan,2017,14,16,4,12,106.66,3,0,0,1
822,Jasprit Bumrah,2017,16,16,16,16*,133.33,1,0,0,1
823,Anureet Singh,2017,1,15,15,15,125,0,0,2,0
824,Sachin Baby,2017,3,15,5,12,100,0,0,2,0
825,Deepak Chahar,2017,3,14,14,14,233.33,0,0,0,2
826,Nathan Coulter-Nile,2017,8,14,4.66,6,116.66,0,0,0,2
827,Samuel Badree,2017,7,13,2.6,8,56.52,0,0,0,0
828,Yuzvendra Chahal,2017,13,13,4.33,4*,50,3,0,0,0
829,Ankit Bawne,2017,1,12,0,12*,100,1,0,1,0
830,Carlos Brathwaite,2017,2,12,6,11,80,0,0,2,0
831,Swapnil Singh,2017,4,12,6,10,63.15,0,0,0,0
832,Rashid Khan,2017,14,11,5.5,6*,122.22,1,0,0,1
833,Umesh Yadav,2017,14,10,0,4*,76.92,4,0,0,0
834,Washington Sundar,2017,11,9,9,5*,75,4,0,0,0
835,Faf du Plessis,2017,2,8,8,8,114.28,0,0,1,0
836,Tymal Mills,2017,5,8,2.66,6,72.72,0,0,0,1
837,Ishant Sharma,2017,6,8,4,5*,66.66,1,0,1,0
838,Praveen Kumar,2017,6,8,8,7*,88.88,1,0,0,0
839,Ashok Dinda,2017,3,7,7,7,100,0,0,1,0
840,Tim Southee,2017,3,7,7,7,233.33,0,0,0,1
841,Adam Milne,2017,4,7,3.5,5,58.33,1,0,0,0
842,Ankit Soni,2017,7,7,3.5,7*,77.77,1,0,0,1
843,Lasith Malinga,2017,12,7,0,7*,233.33,2,0,0,1
844,Sandeep Sharma,2017,13,7,0,5*,116.66,4,0,0,0
845,Darren Bravo,2017,1,6,0,6*,120,1,0,1,0
846,Iqbal Abdulla,2017,2,5,0,5*,71.42,1,0,0,0
847,Adam Zampa,2017,6,5,5,5,71.42,0,0,1,0
848,Trent Boult,2017,6,5,0,5*,62.5,1,0,0,0
849,Ankit Rajpoot,2017,5,4,4,4,57.14,0,0,1,0
850,Varun Aaron,2017,6,4,4,4,40,1,0,0,0
851,Zaheer Khan,2017,11,4,4,2,30.76,2,0,0,0
852,Bhuvneshwar Kumar,2017,14,4,4,4*,100,1,0,0,0
853,Rahul Chahar,2017,3,3,0,3*,150,1,0,0,0
854,Irfan Pathan,2017,1,2,2,2,66.66,0,0,0,0
855,Mohammad Nabi,2017,3,2,2,2,66.66,0,0,0,0
856,KC Cariappa,2017,4,2,1,1,28.57,0,0,0,0
857,Pradeep Sangwan,2017,5,2,1,1*,50,1,0,0,0
858,Piyush Chawla,2017,6,2,2,2,33.33,0,0,0,0
859,Shahbaz Nadeem,2017,7,2,0.66,2,22.22,1,0,0,0
860,Jaydev Unadkat,2017,12,2,0,2*,40,2,0,0,0
861,Shakib Al Hasan,2017,1,1,0,1*,100,1,0,0,0
862,Lockie Ferguson,2017,4,1,0,1*,100,1,0,0,0
863,Dhawal Kulkarni,2017,6,1,1,1,50,0,0,0,0
864,Akshdeep Nath,2017,1,0,0,0*,0,0,0,0,0
865,Chris Jordan,2017,1,0,0,0*,0,0,0,0,0
866,Munaf Patel,2017,2,0,0,0*,0,0,0,0,0
867,Siddarth Kaul,2017,10,0,0,0*,0,1,0,0,0
868,Imran Tahir,2017,12,0,0,0*,0,1,0,0,0
869,Shardul Thakur,2017,12,0,0,0*,0,0,0,0,0
870,Virat Kohli,2016,16,973,81.08,113,152.03,4,7,83,38
871,David Warner,2016,17,848,60.57,93*,151.42,3,9,88,31
872,AB de Villiers,2016,16,687,52.84,129*,168.79,3,6,57,37
873,Gautam Gambhir,2016,15,501,38.53,90*,121.89,2,5,54,6
874,Shikhar Dhawan,2016,17,501,38.53,82*,116.78,4,4,51,8
875,Rohit Sharma,2016,14,489,44.45,85*,132.88,3,5,49,16
876,Ajinkya Rahane,2016,14,480,43.63,74,126.64,3,6,54,9
877,Murali Vijay,2016,14,453,34.84,89,124.45,1,5,50,10
878,Quinton de Kock,2016,13,445,37.08,108,136.08,1,3,52,13
879,Suresh Raina,2016,15,399,28.5,75,127.88,1,3,39,10
880,KL Rahul,2016,14,397,44.11,68*,146.49,3,4,37,16
881,Robin Uthappa,2016,15,394,26.26,72,136.33,0,3,45,8
882,Aaron Finch,2016,13,393,39.3,74,131.43,2,5,45,11
883,Yusuf Pathan,2016,15,361,72.2,63*,145.56,8,3,33,13
884,Karun Nair,2016,14,357,35.7,83*,120.2,2,3,40,6
885,Brendon McCullum,2016,16,354,22.12,60,135.11,0,1,38,16
886,Dinesh Karthik,2016,16,335,25.76,53,125.93,2,3,38,3
887,Ambati Rayudu,2016,13,334,30.36,65,120.14,1,2,28,12
888,Dwayne Smith,2016,12,324,29.45,73,146.6,1,3,35,16
889,Sanju Samson,2016,14,291,26.45,60,112.35,3,1,20,8
890,MS Dhoni,2016,14,284,40.57,64*,135.23,5,1,18,14
891,Steve Smith,2016,8,270,45,101,153.4,1,0,27,8
892,Wriddhiman Saha,2016,12,270,24.54,56,127.35,1,2,29,1
893,Jos Buttler,2016,14,255,23.18,41,138.58,3,0,23,11
894,Manish Pandey,2016,12,248,31,52,135.51,3,2,17,9
895,Krunal Pandya,2016,12,237,39.5,86,191.12,3,1,22,13
896,Yuvraj Singh,2016,10,236,26.22,44,131.84,1,0,22,13
897,Chris Gayle,2016,10,227,22.7,76,151.33,0,2,17,21
898,Kieron Pollard,2016,13,207,25.87,51*,143.75,4,1,11,16
899,Faf du Plessis,2016,6,206,34.33,69,127.16,0,2,17,9
900,Rishabh Pant,2016,10,198,24.75,69,130.26,2,1,19,6
901,Chris Morris,2016,12,195,65,82*,178.89,4,1,15,12
902,JP Duminy,2016,10,191,38.2,49*,122.43,3,0,13,3
903,Ravindra Jadeja,2016,15,191,21.22,36*,107.3,6,0,14,4
904,Andre Russell,2016,12,188,26.85,39*,164.91,1,0,10,15
905,Suryakumar Yadav,2016,15,182,26,60,127.27,4,1,18,5
906,Moises Henriques,2016,17,182,15.16,31*,115.18,3,0,15,6
907,Glenn Maxwell,2016,11,179,19.88,68,144.35,2,2,14,8
908,Shane Watson,2016,16,179,13.76,36,133.58,2,0,14,12
909,Parthiv Patel,2016,10,177,17.7,81,116.44,0,1,23,4
910,Saurabh Tiwary,2016,10,170,24.28,57,120.56,0,2,17,4
911,Manan Vohra,2016,7,161,23,51,122.9,0,1,19,3
912,David Miller,2016,14,161,16.1,31,122.9,3,0,11,4
913,Shaun Marsh,2016,6,159,31.8,56*,118.65,1,1,13,4
914,Hashim Amla,2016,6,157,26.16,96,131.93,0,1,20,4
915,Thisara Perera,2016,12,150,21.42,34,161.29,3,0,7,11
916,Marcus Stoinis,2016,7,146,36.5,52,135.18,1,1,13,4
917,Deepak Hooda,2016,17,144,10.28,34,119,1,0,9,5
918,Naman Ojha,2016,17,136,13.6,37,98.55,3,0,7,5
919,Usman Khawaja,2016,6,127,21.16,30,127,0,0,14,3
920,Kane Williamson,2016,6,124,20.66,50,101.63,0,1,14,0
921,Eoin Morgan,2016,7,123,24.6,51,117.14,1,1,8,4
922,Sachin Baby,2016,11,119,23.8,33,150.63,1,0,9,5
923,Shakib Al Hasan,2016,10,114,22.8,66*,107.54,2,1,7,5
924,Gurkeerat Mann Singh,2016,7,113,22.6,51,131.39,1,1,11,3
925,Axar Patel,2016,14,111,15.85,36*,144.15,3,0,4,8
926,Nitish Rana,2016,4,104,34.66,70,138.66,0,1,7,8
927,Dwayne Bravo,2016,15,99,12.37,22*,120.73,5,0,11,1
928,Harbhajan Singh,2016,14,92,30.66,45*,109.52,4,0,11,2
929,Sam Billings,2016,5,88,22,54,137.5,0,1,4,4
930,George Bailey,2016,6,84,21,34,85.71,1,0,9,2
931,Carlos Brathwaite,2016,8,83,13.83,34,218.42,0,0,6,8
932,James Faulkner,2016,7,77,25.66,32,130.5,2,0,7,0
933,Kevin Pietersen,2016,4,73,36.5,37,119.67,2,0,4,3
934,Sarfaraz Khan,2016,5,66,33,35*,212.9,2,0,7,4
935,Ben Cutting,2016,4,65,32.5,39*,191.17,2,0,4,6
936,Stuart Binny,2016,14,63,21,21,161.53,3,0,5,4
937,Martin Guptill,2016,3,57,19,48,103.63,0,0,3,3
938,Pawan Negi,2016,8,57,28.5,19*,96.61,4,0,2,3
939,Travis Head,2016,3,54,27,37,135,1,0,3,2
940,Bipul Sharma,2016,7,51,25.5,27*,204,2,0,1,5
941,Ashish Reddy,2016,4,47,23.5,32,162.06,1,0,2,4
942,Hardik Pandya,2016,11,44,6.28,9,69.84,2,0,4,0
943,Bhuvneshwar Kumar,2016,17,43,7.16,21,159.25,2,0,6,1
944,Kedar Jadhav,2016,4,42,0,25*,131.25,3,0,2,2
945,Ishan Kishan,2016,5,42,8.4,27,102.43,0,0,5,0
946,Ravichandran Ashwin,2016,14,41,20.5,29,107.89,4,0,3,1
947,Iqbal Abdulla,2016,8,37,0,33*,137.03,2,0,4,1
948,Karn Sharma,2016,5,36,0,26*,120,3,0,3,1
949,Rajat Bhatia,2016,10,34,34,21,170,5,0,1,2
950,Mitchell McClenaghan,2016,14,34,11.33,20,147.82,2,0,2,3
951,Mohit Sharma,2016,14,32,8,15,123.07,2,0,3,1
952,Colin Munro,2016,4,30,10,16,100,0,0,3,0
953,Shreyas Iyer,2016,6,30,5,19,69.76,0,0,2,1
954,Tim Southee,2016,11,30,10,25,157.89,1,0,1,2
955,Praveen Kumar,2016,16,28,7,15,103.7,3,0,4,0
956,Mayank Agarwal,2016,3,27,9,10,108,0,0,3,1
957,Piyush Chawla,2016,12,27,9,11,103.84,0,0,4,0
958,Chris Lynn,2016,2,25,25,15,113.63,1,0,0,1
959,Eklavya Dwivedi,2016,4,24,12,19,171.42,0,0,2,2
960,Rajagopal Sathish,2016,4,24,8,10,100,0,0,1,1
961,Nikhil Naik,2016,2,23,11.5,22,74.19,0,0,1,0
962,Dhawal Kulkarni,2016,14,23,11.5,6*,153.33,3,0,2,0
963,Jason Holder,2016,4,22,5.5,13,115.78,0,0,2,1
964,Akshdeep Nath,2016,4,20,6.66,12,74.07,0,0,1,0
965,Pradeep Sahu,2016,5,19,19,18*,146.15,1,0,1,1
966,Albie Morkel,2016,2,16,16,16,177.77,0,0,0,2
967,Rishi Dhawan,2016,2,14,0,11*,233.33,2,0,0,1
968,Farhaan Behardien,2016,3,14,7,9*,107.69,1,0,2,0
969,Vinay Kumar,2016,3,13,13,12,108.33,1,0,0,1
970,KC Cariappa,2016,5,13,13,12*,118.18,1,0,0,1
971,Kyle Abbott,2016,5,13,13,12*,162.5,2,0,0,1
972,Irfan Pathan,2016,4,11,3.66,7,84.61,0,0,0,0
973,Parveez Rasool,2016,4,10,10,10,111.11,0,0,1,0
974,Nathan Coulter-Nile,2016,4,9,0,7*,64.28,2,0,1,0
975,Umesh Yadav,2016,9,9,9,7*,180,1,0,0,1
976,Lendl Simmons,2016,1,8,8,8,100,0,0,0,1
977,Aditya Tare,2016,3,8,4,8,53.33,0,0,1,0
978,Jasprit Bumrah,2016,14,8,8,6,72.72,1,0,1,0
979,Sandeep Sharma,2016,14,8,0,5*,88.88,4,0,0,0
980,Mitchell Marsh,2016,3,7,7,7,63.63,0,0,0,0
981,Pravin Tambe,2016,7,7,0,7*,36.84,1,0,1,0
982,Sunil Narine,2016,11,7,7,4,53.84,3,0,0,0
983,Peter Handscomb,2016,2,6,6,6,50,0,0,0,0
984,Jayant Yadav,2016,5,6,3,5,60,0,0,0,0
985,Zaheer Khan,2016,12,6,3,4,46.15,0,0,1,0
986,David Wiese,2016,1,5,0,5*,125,1,0,0,0
987,Mitchell Johnson,2016,3,5,2.5,4,35.71,1,0,0,0
988,Imran Tahir,2016,4,5,5,5,71.42,0,0,1,0
989,Amit Mishra,2016,14,4,2,3,28.57,0,0,0,0
990,Barinder Sran,2016,14,4,0,2*,100,4,0,0,0
991,Ankit Sharma,2016,3,3,0,3*,100,1,0,0,0
992,Chris Jordan,2016,9,3,3,3,75,0,0,0,0
993,Shreyas Gopal,2016,1,2,2,2,12.5,0,0,0,0
994,Mohammad Shami,2016,8,2,0,2*,50,2,0,0,0
995,Dale Steyn,2016,1,1,1,1,50,0,0,0,0
996,Kane Richardson,2016,4,1,0,1*,100,1,0,0,0
997,Shahbaz Nadeem,2016,4,1,0,1*,20,1,0,0,0
998,Shadab Jakati,2016,6,1,0,1*,50,1,0,0,0
999,Ashish Nehra,2016,8,1,0,1*,100,2,0,0,0
1000,Morne Morkel,2016,10,1,0,1*,100,2,0,0,0
1001,Swapnil Singh,2016,1,0,0,0*,0,0,0,0,0
1002,Unmukt Chand,2016,1,0,0,0*,0,0,0,0,0
1003,Adam Zampa,2016,5,0,0,0*,0,0,0,0,0
1004,Shivil Kaushik,2016,7,0,0,0*,0,1,0,0,0
1005,Murugan Ashwin,2016,10,0,0,0*,0,0,0,0,0
1006,David Warner,2015,14,562,43.23,91,156.54,1,7,65,21
1007,Lendl Simmons,2015,13,540,45,71,122.44,1,6,56,21
1008,Ajinkya Rahane,2015,14,540,49.09,91*,130.75,2,4,53,13
1009,AB de Villiers,2015,16,513,46.63,133*,175.08,3,2,60,22
1010,Virat Kohli,2015,16,505,45.9,82*,130.82,5,3,35,23
1011,Chris Gayle,2015,14,491,40.91,117,147.44,2,2,39,38
1012,Rohit Sharma,2015,16,482,34.42,98*,144.74,2,3,41,21
1013,Shreyas Iyer,2015,14,439,33.76,83,128.36,1,4,41,21
1014,Brendon McCullum,2015,14,436,33.53,100*,155.71,1,2,51,23
1015,Kieron Pollard,2015,16,419,38.09,70,163.67,3,2,28,28
1016,JP Duminy,2015,14,414,41.4,78*,131.42,3,4,27,20
1017,Dwayne Smith,2015,16,399,24.93,62,119.1,0,2,52,16
1018,Faf du Plessis,2015,17,380,29.23,55,125,2,1,37,5
1019,Suresh Raina,2015,17,374,24.93,62,123.02,2,2,31,16
1020,MS Dhoni,2015,17,372,31,53,121.96,5,1,27,17
1021,Robin Uthappa,2015,13,364,30.33,80*,131.4,1,1,42,7
1022,David Miller,2015,13,357,32.45,89*,134.21,2,2,21,21
1023,Shikhar Dhawan,2015,14,353,27.15,54,123.42,1,3,45,6
1024,Shane Watson,2015,10,347,43.37,104*,135.01,1,1,37,14
1025,Parthiv Patel,2015,14,339,26.07,59,137.8,1,2,47,5
1026,Gautam Gambhir,2015,13,327,25.15,60,117.62,0,3,41,4
1027,Andre Russell,2015,13,326,36.22,66,192.89,2,3,35,19
1028,Yusuf Pathan,2015,13,312,44.57,52,135.06,5,1,29,12
1029,Steve Smith,2015,14,293,26.63,79*,132.57,1,2,33,3
1030,Moises Henriques,2015,9,287,41,74*,136.01,2,2,19,13
1031,Ambati Rayudu,2015,15,281,31.22,53*,145.59,5,1,18,16
1032,George Bailey,2015,13,259,23.54,61*,136.31,2,2,22,7
1033,Murali Vijay,2015,11,251,22.81,39,110.08,0,0,27,8
1034,Wriddhiman Saha,2015,14,249,19.15,42,126.39,0,0,16,10
1035,Yuvraj Singh,2015,14,248,19.07,57,118.09,0,2,23,10
1036,Manish Pandey,2015,13,225,20.45,40,122.28,1,0,22,7
1037,Mayank Agarwal,2015,10,213,23.66,68,120.33,1,2,23,7
1038,Axar Patel,2015,14,206,22.88,40*,118.39,3,0,13,8
1039,Sanju Samson,2015,14,204,20.4,76,125.15,1,1,16,8
1040,Dwayne Bravo,2015,17,195,21.66,62*,131.75,5,1,22,5
1041,Kedar Jadhav,2015,14,189,23.62,63*,135,4,1,16,7
1042,Eoin Morgan,2015,9,187,23.37,63,123.84,1,1,11,11
1043,Karun Nair,2015,14,181,16.45,61,124.82,1,1,18,5
1044,Suryakumar Yadav,2015,13,157,17.44,46*,138.93,4,0,12,8
1045,Mandeep Singh,2015,14,157,22.42,54*,157,2,1,17,6
1046,Deepak Hooda,2015,14,151,16.77,54,158.94,0,1,6,11
1047,Ravi Bopara,2015,9,145,29,41,120.83,3,0,6,6
1048,Glenn Maxwell,2015,11,145,13.18,43,129.46,0,0,13,8
1049,Angelo Mathews,2015,11,144,20.57,28,138.46,3,0,12,6
1050,James Faulkner,2015,13,144,18,46,132.11,3,0,12,5
1051,KL Rahul,2015,9,142,28.4,44*,112.69,3,0,8,5
1052,Dinesh Karthik,2015,16,141,12.81,28,120.51,0,0,15,4
1053,Naman Ojha,2015,14,137,13.7,28,113.22,1,0,12,4
1054,Ravindra Jadeja,2015,17,132,18.85,24,104.76,5,0,7,3
1055,Quinton de Kock,2015,3,122,40.66,69,158.44,0,2,18,4
1056,David Wiese,2015,14,122,30.5,47*,141.86,3,0,12,4
1057,Harbhajan Singh,2015,15,117,16.71,64,160.27,3,1,9,9
1058,Pawan Negi,2015,10,116,14.5,36,158.9,1,0,10,5
1059,Corey Anderson,2015,4,114,38,55*,117.52,1,2,11,6
1060,Hardik Pandya,2015,9,112,22.4,61*,180.64,3,1,9,8
1061,Sarfaraz Khan,2015,13,111,27.75,45*,156.33,4,0,12,2
1062,Saurabh Tiwary,2015,7,109,0,28*,139.74,6,0,9,5
1063,Karn Sharma,2015,14,104,17.33,32,122.35,3,0,3,6
1064,Unmukt Chand,2015,6,102,20.4,58,122.89,0,1,13,2
1065,Virender Sehwag,2015,8,99,12.37,47,117.85,0,0,12,3
1066,Albie Morkel,2015,4,86,86,73*,132.3,2,1,9,2
1067,Manan Vohra,2015,7,82,11.71,39,101.23,0,0,4,5
1068,Shaun Marsh,2015,4,81,20.25,65,139.65,0,1,7,3
1069,Michael Hussey,2015,4,77,19.25,56,110,0,1,5,3
1070,Chris Morris,2015,11,76,38,34*,165.21,5,0,3,5
1071,Stuart Binny,2015,13,74,18.5,20,112.12,4,0,7,1
1072,Ashish Reddy,2015,6,73,24.33,22*,158.69,2,0,3,5
1073,Ryan ten Doeschate,2015,6,61,20.33,38*,135.55,2,0,4,3
1074,Manoj Tiwary,2015,5,57,28.5,32,101.78,1,0,8,1
1075,Piyush Chawla,2015,13,54,13.5,22,114.89,4,0,5,2
1076,Ravichandran Ashwin,2015,14,52,17.33,23,162.5,3,0,6,1
1077,Jagadeesha Suchith,2015,13,48,48,34*,150,5,0,4,2
1078,Hanuma Vihari,2015,5,39,9.75,16,111.42,0,0,6,0
1079,Manvinder Bisla,2015,2,37,18.5,20,123.33,0,0,6,1
1080,Shakib Al Hasan,2015,4,36,12,23,133.33,0,0,5,0
1081,Rishi Dhawan,2015,5,36,18,25*,109.09,3,0,2,2
1082,Gurkeerat Mann Singh,2015,5,35,7,15,89.74,0,0,3,1
1083,Kane Williamson,2015,2,31,31,26*,114.81,1,0,1,1
1084,Johan Botha,2015,4,31,10.33,17,206.66,0,0,5,1
1085,Mitchell Johnson,2015,9,31,7.75,13*,86.11,4,0,1,1
1086,Umesh Yadav,2015,12,29,29,24*,207.14,3,0,5,1
1087,Mohit Sharma,2015,16,28,9.33,21*,155.55,3,0,1,2
1088,Aaron Finch,2015,3,23,11.5,10*,69.69,1,0,4,0
1089,Iqbal Abdulla,2015,5,20,10,20,111.11,0,0,4,0
1090,Dale Steyn,2015,6,20,20,19*,153.84,2,0,3,0
1091,Nathan Coulter-Nile,2015,11,20,5,6,111.11,1,0,2,1
1092,Harshal Patel,2015,15,19,3.8,9*,158.33,2,0,0,2
1093,Anureet Singh,2015,14,18,6,10,58.06,3,0,0,1
1094,Praveen Kumar,2015,12,17,5.66,12,68,1,0,1,0
1095,Bhuvneshwar Kumar,2015,14,17,17,11*,170,2,0,2,1
1096,Sean Abbott,2015,2,15,7.5,14,115.38,0,0,1,1
1097,Aditya Tare,2015,2,14,7,7,82.35,0,0,1,0
1098,Rilee Rossouw,2015,2,14,7,14,140,0,0,1,1
1099,Darren Sammy,2015,2,13,6.5,7,72.22,0,0,0,0
1100,Tim Southee,2015,7,13,13,7*,144.44,2,0,1,0
1101,Mitchell McClenaghan,2015,12,13,13,12*,216.66,2,0,0,2
1102,Thisara Perera,2015,2,12,6,9,80,0,0,0,1
1103,Karanveer Singh,2015,4,11,11,5*,68.75,2,0,1,0
1104,Mitchell Starc,2015,13,11,11,9*,78.57,2,0,1,0
1105,Abu Nechim,2015,3,10,10,5*,200,2,0,2,0
1106,Sandeep Sharma,2015,14,9,9,7,64.28,2,0,1,0
1107,Amit Mishra,2015,12,8,4,4,66.66,2,0,0,0
1108,Shardul Thakur,2015,1,7,0,7*,116.66,1,0,1,0
1109,Ankit Sharma,2015,4,7,7,7*,116.66,1,0,1,0
1110,Brad Hogg,2015,6,7,7,5,116.66,1,0,0,0
1111,Azhar Mahmood,2015,1,6,6,6,85.71,0,0,1,0
1112,Varun Aaron,2015,6,6,6,6,200,0,0,0,1
1113,Lasith Malinga,2015,15,6,0,6*,60,1,0,1,0
1114,Imran Tahir,2015,10,5,5,3*,83.33,1,0,0,0
1115,Chidhambaram Gautam,2015,1,4,4,4,80,0,0,0,0
1116,Nic Maddinson,2015,1,4,4,4,57.14,0,0,1,0
1117,Morne Morkel,2015,7,4,0,4*,133.33,1,0,0,0
1118,Dhawal Kulkarni,2015,11,4,2,3,36.36,0,0,0,0
1119,Pravin Tambe,2015,10,3,0,2*,60,2,0,0,0
1120,Parveez Rasool,2015,2,2,0,2*,100,1,0,0,0
1121,Ronit More,2015,2,2,0,2*,100,1,0,0,0
1122,Shahbaz Nadeem,2015,4,2,2,2,28.57,0,0,0,0
1123,Juan Theron,2015,1,1,0,1*,100,1,0,0,0
1124,Shreyas Gopal,2015,1,1,0,1*,100,1,0,0,0
1125,Beuran Hendricks,2015,4,1,0,1*,50,2,0,0,0
1126,Bipul Sharma,2015,4,1,1,1,50,0,0,0,0
1127,Domnic Joseph,2015,6,1,1,1,33.33,1,0,0,0
1128,Yuzvendra Chahal,2015,15,1,0,1*,100,2,0,0,0
1129,Ashish Nehra,2015,16,1,1,1*,14.28,3,0,0,0
1130,Rajat Bhatia,2015,2,0,0,0*,0,0,0,0,0
1131,Pat Cummins,2015,3,0,0,0*,0,0,0,0,0
1132,Sreenath Aravind,2015,5,0,0,0*,0,1,0,0,0
1133,Sunil Narine,2015,8,0,0,0*,0,1,0,0,0
1134,Vinay Kumar,2015,13,0,0,0*,0,2,0,0,0
1135,Robin Uthappa,2014,16,660,44,83*,137.78,1,5,74,18
1136,Dwayne Smith,2014,16,566,35.37,79,136.05,0,5,50,34
1137,Glenn Maxwell,2014,16,552,34.5,95,187.75,0,4,48,36
1138,David Warner,2014,14,528,48,90,140.8,3,6,39,24
1139,Suresh Raina,2014,16,523,40.23,87,146.08,3,5,51,19
1140,Virender Sehwag,2014,17,455,26.76,122,144.44,0,1,56,18
1141,David Miller,2014,16,446,44.6,66,149.16,6,3,34,21
1142,JP Duminy,2014,14,410,51.25,67*,134.42,6,2,22,20
1143,Brendon McCullum,2014,14,405,31.15,71*,121.62,1,3,32,19
1144,Manish Pandey,2014,16,401,30.84,94,117.94,3,2,35,10
1145,AB de Villiers,2014,14,395,35.9,89*,158.63,2,3,26,24
1146,Lendl Simmons,2014,8,394,56.28,100*,135.39,1,3,43,14
1147,Rohit Sharma,2014,15,390,30,59*,129.13,2,3,31,16
1148,Shikhar Dhawan,2014,14,377,29,64*,118.18,1,2,49,7
1149,Yuvraj Singh,2014,14,376,34.18,83,135.25,3,3,22,28
1150,MS Dhoni,2014,16,371,74.2,57*,148.4,10,1,22,20
1151,Wriddhiman Saha,2014,17,362,32.9,115*,145.38,2,2,33,18
1152,Ambati Rayudu,2014,15,361,25.78,68,125.78,0,2,31,8
1153,Virat Kohli,2014,14,359,27.61,73,122.1,1,2,23,16
1154,Ajinkya Rahane,2014,13,339,28.25,72,116.49,0,3,38,3
1155,Sanju Samson,2014,13,339,26.07,74,124.17,0,2,25,17
1156,Gautam Gambhir,2014,16,335,22.33,69,114.33,1,3,36,4
1157,Karun Nair,2014,11,330,33,73*,142.24,1,3,38,9
1158,Dinesh Karthik,2014,14,325,23.21,69,125.96,0,3,28,11
1159,Manan Vohra,2014,8,324,40.5,67,139.05,0,1,27,16
1160,Aaron Finch,2014,13,309,28.09,88*,117.49,2,2,31,9
1161,Faf du Plessis,2014,15,303,27.54,54*,128.93,1,2,26,7
1162,Kevin Pietersen,2014,11,294,29.4,58,126.18,1,1,34,7
1163,Kieron Pollard,2014,15,273,34.12,78,134.48,7,1,15,15
1164,Yusuf Pathan,2014,15,268,29.77,72,162.42,3,1,15,20
1165,Corey Anderson,2014,12,265,29.44,95*,146.4,2,1,21,15
1166,George Bailey,2014,17,257,28.55,40*,135.26,7,0,19,10
1167,Shane Watson,2014,13,240,20,51,122.44,1,2,19,14
1168,Naman Ojha,2014,11,232,38.66,79*,144.09,4,1,14,17
1169,Shakib Al Hasan,2014,13,227,32.42,60,149.34,4,1,22,7
1170,Michael Hussey,2014,9,209,23.22,56,114.83,0,2,17,7
1171,Murali Vijay,2014,11,207,18.81,52,107.81,0,1,20,5
1172,Parthiv Patel,2014,12,205,20.5,57*,110.81,2,1,30,1
1173,Chris Gayle,2014,9,196,21.77,46,106.52,0,0,18,12
1174,James Faulkner,2014,13,181,45.25,41*,192.55,8,0,8,16
1175,KL Rahul,2014,11,166,20.75,46,101.21,0,0,12,3
1176,Suryakumar Yadav,2014,16,164,32.8,34,140.17,5,0,16,5
